:START_ID,:END_ID,weight:float,source,:TYPE
EMP_1290,EMP_0864,1.0,inferred,SAME_MANAGER
EMP_1290,EMP_0101,1.0,inferred,SAME_MANAGER
EMP_1290,EMP_1313,1.0,inferred,SAME_MANAGER
EMP_1290,EMP_1401,1.0,inferred,SAME_MANAGER
EMP_1290,EMP_1040,1.0,inferred,SAME_MANAGER
EMP_1290,EMP_0233,1.0,inferred,SAME_MANAGER
EMP_1290,EMP_0630,1.0,inferred,SAME_MANAGER
EMP_0454,EMP_0423,1.0,inferred,SAME_MANAGER
EMP_0454,EMP_1065,1.0,inferred,SAME_MANAGER
EMP_0454,EMP_1036,1.0,inferred,SAME_MANAGER
EMP_0454,EMP_1223,1.0,inferred,SAME_MANAGER
EMP_0454,EMP_0944,1.0,inferred,SAME_MANAGER
EMP_0454,EMP_0634,1.0,inferred,SAME_MANAGER
EMP_0454,EMP_0836,1.0,inferred,SAME_MANAGER
EMP_0423,EMP_0454,1.0,inferred,SAME_MANAGER
EMP_0423,EMP_1065,1.0,inferred,SAME_MANAGER
EMP_0423,EMP_1036,1.0,inferred,SAME_MANAGER
EMP_0423,EMP_1223,1.0,inferred,SAME_MANAGER
EMP_0423,EMP_0944,1.0,inferred,SAME_MANAGER
EMP_0423,EMP_0634,1.0,inferred,SAME_MANAGER
EMP_0423,EMP_0836,1.0,inferred,SAME_MANAGER
EMP_1065,EMP_0454,1.0,inferred,SAME_MANAGER
EMP_1065,EMP_0423,1.0,inferred,SAME_MANAGER
EMP_1065,EMP_1036,1.0,inferred,SAME_MANAGER
EMP_1065,EMP_1223,1.0,inferred,SAME_MANAGER
EMP_1065,EMP_0944,1.0,inferred,SAME_MANAGER
EMP_1065,EMP_0634,1.0,inferred,SAME_MANAGER
EMP_1065,EMP_0836,1.0,inferred,SAME_MANAGER
EMP_1036,EMP_0454,1.0,inferred,SAME_MANAGER
EMP_1036,EMP_0423,1.0,inferred,SAME_MANAGER
EMP_1036,EMP_1065,1.0,inferred,SAME_MANAGER
EMP_1036,EMP_1223,1.0,inferred,SAME_MANAGER
EMP_1036,EMP_0944,1.0,inferred,SAME_MANAGER
EMP_1036,EMP_0634,1.0,inferred,SAME_MANAGER
EMP_1036,EMP_0836,1.0,inferred,SAME_MANAGER
EMP_1223,EMP_0454,1.0,inferred,SAME_MANAGER
EMP_1223,EMP_0423,1.0,inferred,SAME_MANAGER
EMP_1223,EMP_1065,1.0,inferred,SAME_MANAGER
EMP_1223,EMP_1036,1.0,inferred,SAME_MANAGER
EMP_1223,EMP_0944,1.0,inferred,SAME_MANAGER
EMP_1223,EMP_0634,1.0,inferred,SAME_MANAGER
EMP_1223,EMP_0836,1.0,inferred,SAME_MANAGER
EMP_0944,EMP_0454,1.0,inferred,SAME_MANAGER
EMP_0944,EMP_0423,1.0,inferred,SAME_MANAGER
EMP_0944,EMP_1065,1.0,inferred,SAME_MANAGER
EMP_0944,EMP_1036,1.0,inferred,SAME_MANAGER
EMP_0944,EMP_1223,1.0,inferred,SAME_MANAGER
EMP_0944,EMP_0634,1.0,inferred,SAME_MANAGER
EMP_0944,EMP_0836,1.0,inferred,SAME_MANAGER
EMP_0634,EMP_0454,1.0,inferred,SAME_MANAGER
EMP_0634,EMP_0423,1.0,inferred,SAME_MANAGER
EMP_0634,EMP_1065,1.0,inferred,SAME_MANAGER
EMP_0634,EMP_1036,1.0,inferred,SAME_MANAGER
EMP_0634,EMP_1223,1.0,inferred,SAME_MANAGER
EMP_0634,EMP_0944,1.0,inferred,SAME_MANAGER
EMP_0634,EMP_0836,1.0,inferred,SAME_MANAGER
EMP_0836,EMP_0454,1.0,inferred,SAME_MANAGER
EMP_0836,EMP_0423,1.0,inferred,SAME_MANAGER
EMP_0836,EMP_1065,1.0,inferred,SAME_MANAGER
EMP_0836,EMP_1036,1.0,inferred,SAME_MANAGER
EMP_0836,EMP_1223,1.0,inferred,SAME_MANAGER
EMP_0836,EMP_0944,1.0,inferred,SAME_MANAGER
EMP_0836,EMP_0634,1.0,inferred,SAME_MANAGER
EMP_0827,EMP_1412,1.0,inferred,SAME_MANAGER
EMP_0827,EMP_1247,1.0,inferred,SAME_MANAGER
EMP_0827,EMP_1270,1.0,inferred,SAME_MANAGER
EMP_0827,EMP_0760,1.0,inferred,SAME_MANAGER
EMP_0827,EMP_1380,1.0,inferred,SAME_MANAGER
EMP_0827,EMP_0351,1.0,inferred,SAME_MANAGER
EMP_0827,EMP_0135,1.0,inferred,SAME_MANAGER
EMP_1412,EMP_0827,1.0,inferred,SAME_MANAGER
EMP_1412,EMP_1247,1.0,inferred,SAME_MANAGER
EMP_1412,EMP_1270,1.0,inferred,SAME_MANAGER
EMP_1412,EMP_0760,1.0,inferred,SAME_MANAGER
EMP_1412,EMP_1380,1.0,inferred,SAME_MANAGER
EMP_1412,EMP_0351,1.0,inferred,SAME_MANAGER
EMP_1412,EMP_0135,1.0,inferred,SAME_MANAGER
EMP_1247,EMP_0827,1.0,inferred,SAME_MANAGER
EMP_1247,EMP_1412,1.0,inferred,SAME_MANAGER
EMP_1247,EMP_1270,1.0,inferred,SAME_MANAGER
EMP_1247,EMP_0760,1.0,inferred,SAME_MANAGER
EMP_1247,EMP_1380,1.0,inferred,SAME_MANAGER
EMP_1247,EMP_0351,1.0,inferred,SAME_MANAGER
EMP_1247,EMP_0135,1.0,inferred,SAME_MANAGER
EMP_1270,EMP_0827,1.0,inferred,SAME_MANAGER
EMP_1270,EMP_1412,1.0,inferred,SAME_MANAGER
EMP_1270,EMP_1247,1.0,inferred,SAME_MANAGER
EMP_1270,EMP_0760,1.0,inferred,SAME_MANAGER
EMP_1270,EMP_1380,1.0,inferred,SAME_MANAGER
EMP_1270,EMP_0351,1.0,inferred,SAME_MANAGER
EMP_1270,EMP_0135,1.0,inferred,SAME_MANAGER
EMP_0760,EMP_0827,1.0,inferred,SAME_MANAGER
EMP_0760,EMP_1412,1.0,inferred,SAME_MANAGER
EMP_0760,EMP_1247,1.0,inferred,SAME_MANAGER
EMP_0760,EMP_1270,1.0,inferred,SAME_MANAGER
EMP_0760,EMP_1380,1.0,inferred,SAME_MANAGER
EMP_0760,EMP_0351,1.0,inferred,SAME_MANAGER
EMP_0760,EMP_0135,1.0,inferred,SAME_MANAGER
EMP_1380,EMP_0827,1.0,inferred,SAME_MANAGER
EMP_1380,EMP_1412,1.0,inferred,SAME_MANAGER
EMP_1380,EMP_1247,1.0,inferred,SAME_MANAGER
EMP_1380,EMP_1270,1.0,inferred,SAME_MANAGER
EMP_1380,EMP_0760,1.0,inferred,SAME_MANAGER
EMP_1380,EMP_0351,1.0,inferred,SAME_MANAGER
EMP_1380,EMP_0135,1.0,inferred,SAME_MANAGER
EMP_0351,EMP_0827,1.0,inferred,SAME_MANAGER
EMP_0351,EMP_1412,1.0,inferred,SAME_MANAGER
EMP_0351,EMP_1247,1.0,inferred,SAME_MANAGER
EMP_0351,EMP_1270,1.0,inferred,SAME_MANAGER
EMP_0351,EMP_0760,1.0,inferred,SAME_MANAGER
EMP_0351,EMP_1380,1.0,inferred,SAME_MANAGER
EMP_0351,EMP_0135,1.0,inferred,SAME_MANAGER
EMP_0135,EMP_0827,1.0,inferred,SAME_MANAGER
EMP_0135,EMP_1412,1.0,inferred,SAME_MANAGER
EMP_0135,EMP_1247,1.0,inferred,SAME_MANAGER
EMP_0135,EMP_1270,1.0,inferred,SAME_MANAGER
EMP_0135,EMP_0760,1.0,inferred,SAME_MANAGER
EMP_0135,EMP_1380,1.0,inferred,SAME_MANAGER
EMP_0135,EMP_0351,1.0,inferred,SAME_MANAGER
EMP_0614,EMP_0600,1.0,inferred,SAME_MANAGER
EMP_0614,EMP_1330,1.0,inferred,SAME_MANAGER
EMP_0614,EMP_1246,1.0,inferred,SAME_MANAGER
EMP_0614,EMP_0656,1.0,inferred,SAME_MANAGER
EMP_0614,EMP_1298,1.0,inferred,SAME_MANAGER
EMP_0614,EMP_1324,1.0,inferred,SAME_MANAGER
EMP_0614,EMP_1201,1.0,inferred,SAME_MANAGER
EMP_0600,EMP_0614,1.0,inferred,SAME_MANAGER
EMP_0600,EMP_1330,1.0,inferred,SAME_MANAGER
EMP_0600,EMP_1246,1.0,inferred,SAME_MANAGER
EMP_0600,EMP_0656,1.0,inferred,SAME_MANAGER
EMP_0600,EMP_1298,1.0,inferred,SAME_MANAGER
EMP_0600,EMP_1324,1.0,inferred,SAME_MANAGER
EMP_0600,EMP_1201,1.0,inferred,SAME_MANAGER
EMP_1330,EMP_0614,1.0,inferred,SAME_MANAGER
EMP_1330,EMP_0600,1.0,inferred,SAME_MANAGER
EMP_1330,EMP_1246,1.0,inferred,SAME_MANAGER
EMP_1330,EMP_0656,1.0,inferred,SAME_MANAGER
EMP_1330,EMP_1298,1.0,inferred,SAME_MANAGER
EMP_1330,EMP_1324,1.0,inferred,SAME_MANAGER
EMP_1330,EMP_1201,1.0,inferred,SAME_MANAGER
EMP_1246,EMP_0614,1.0,inferred,SAME_MANAGER
EMP_1246,EMP_0600,1.0,inferred,SAME_MANAGER
EMP_1246,EMP_1330,1.0,inferred,SAME_MANAGER
EMP_1246,EMP_0656,1.0,inferred,SAME_MANAGER
EMP_1246,EMP_1298,1.0,inferred,SAME_MANAGER
EMP_1246,EMP_1324,1.0,inferred,SAME_MANAGER
EMP_1246,EMP_1201,1.0,inferred,SAME_MANAGER
EMP_0656,EMP_0614,1.0,inferred,SAME_MANAGER
EMP_0656,EMP_0600,1.0,inferred,SAME_MANAGER
EMP_0656,EMP_1330,1.0,inferred,SAME_MANAGER
EMP_0656,EMP_1246,1.0,inferred,SAME_MANAGER
EMP_0656,EMP_1298,1.0,inferred,SAME_MANAGER
EMP_0656,EMP_1324,1.0,inferred,SAME_MANAGER
EMP_0656,EMP_1201,1.0,inferred,SAME_MANAGER
EMP_1298,EMP_0614,1.0,inferred,SAME_MANAGER
EMP_1298,EMP_0600,1.0,inferred,SAME_MANAGER
EMP_1298,EMP_1330,1.0,inferred,SAME_MANAGER
EMP_1298,EMP_1246,1.0,inferred,SAME_MANAGER
EMP_1298,EMP_0656,1.0,inferred,SAME_MANAGER
EMP_1298,EMP_1324,1.0,inferred,SAME_MANAGER
EMP_1298,EMP_1201,1.0,inferred,SAME_MANAGER
EMP_1324,EMP_0614,1.0,inferred,SAME_MANAGER
EMP_1324,EMP_0600,1.0,inferred,SAME_MANAGER
EMP_1324,EMP_1330,1.0,inferred,SAME_MANAGER
EMP_1324,EMP_1246,1.0,inferred,SAME_MANAGER
EMP_1324,EMP_0656,1.0,inferred,SAME_MANAGER
EMP_1324,EMP_1298,1.0,inferred,SAME_MANAGER
EMP_1324,EMP_1201,1.0,inferred,SAME_MANAGER
EMP_1201,EMP_0614,1.0,inferred,SAME_MANAGER
EMP_1201,EMP_0600,1.0,inferred,SAME_MANAGER
EMP_1201,EMP_1330,1.0,inferred,SAME_MANAGER
EMP_1201,EMP_1246,1.0,inferred,SAME_MANAGER
EMP_1201,EMP_0656,1.0,inferred,SAME_MANAGER
EMP_1201,EMP_1298,1.0,inferred,SAME_MANAGER
EMP_1201,EMP_1324,1.0,inferred,SAME_MANAGER
EMP_1108,EMP_1229,1.0,inferred,SAME_MANAGER
EMP_1108,EMP_1348,1.0,inferred,SAME_MANAGER
EMP_1108,EMP_0552,1.0,inferred,SAME_MANAGER
EMP_1108,EMP_0924,1.0,inferred,SAME_MANAGER
EMP_1108,EMP_1166,1.0,inferred,SAME_MANAGER
EMP_1108,EMP_1281,1.0,inferred,SAME_MANAGER
EMP_1108,EMP_0879,1.0,inferred,SAME_MANAGER
EMP_1229,EMP_1108,1.0,inferred,SAME_MANAGER
EMP_1229,EMP_1348,1.0,inferred,SAME_MANAGER
EMP_1229,EMP_0552,1.0,inferred,SAME_MANAGER
EMP_1229,EMP_0924,1.0,inferred,SAME_MANAGER
EMP_1229,EMP_1166,1.0,inferred,SAME_MANAGER
EMP_1229,EMP_1281,1.0,inferred,SAME_MANAGER
EMP_1229,EMP_0879,1.0,inferred,SAME_MANAGER
EMP_1348,EMP_1108,1.0,inferred,SAME_MANAGER
EMP_1348,EMP_1229,1.0,inferred,SAME_MANAGER
EMP_1348,EMP_0552,1.0,inferred,SAME_MANAGER
EMP_1348,EMP_0924,1.0,inferred,SAME_MANAGER
EMP_1348,EMP_1166,1.0,inferred,SAME_MANAGER
EMP_1348,EMP_1281,1.0,inferred,SAME_MANAGER
EMP_1348,EMP_0879,1.0,inferred,SAME_MANAGER
EMP_0552,EMP_1108,1.0,inferred,SAME_MANAGER
EMP_0552,EMP_1229,1.0,inferred,SAME_MANAGER
EMP_0552,EMP_1348,1.0,inferred,SAME_MANAGER
EMP_0552,EMP_0924,1.0,inferred,SAME_MANAGER
EMP_0552,EMP_1166,1.0,inferred,SAME_MANAGER
EMP_0552,EMP_1281,1.0,inferred,SAME_MANAGER
EMP_0552,EMP_0879,1.0,inferred,SAME_MANAGER
EMP_0924,EMP_1108,1.0,inferred,SAME_MANAGER
EMP_0924,EMP_1229,1.0,inferred,SAME_MANAGER
EMP_0924,EMP_1348,1.0,inferred,SAME_MANAGER
EMP_0924,EMP_0552,1.0,inferred,SAME_MANAGER
EMP_0924,EMP_1166,1.0,inferred,SAME_MANAGER
EMP_0924,EMP_1281,1.0,inferred,SAME_MANAGER
EMP_0924,EMP_0879,1.0,inferred,SAME_MANAGER
EMP_1166,EMP_1108,1.0,inferred,SAME_MANAGER
EMP_1166,EMP_1229,1.0,inferred,SAME_MANAGER
EMP_1166,EMP_1348,1.0,inferred,SAME_MANAGER
EMP_1166,EMP_0552,1.0,inferred,SAME_MANAGER
EMP_1166,EMP_0924,1.0,inferred,SAME_MANAGER
EMP_1166,EMP_1281,1.0,inferred,SAME_MANAGER
EMP_1166,EMP_0879,1.0,inferred,SAME_MANAGER
EMP_1281,EMP_1108,1.0,inferred,SAME_MANAGER
EMP_1281,EMP_1229,1.0,inferred,SAME_MANAGER
EMP_1281,EMP_1348,1.0,inferred,SAME_MANAGER
EMP_1281,EMP_0552,1.0,inferred,SAME_MANAGER
EMP_1281,EMP_0924,1.0,inferred,SAME_MANAGER
EMP_1281,EMP_1166,1.0,inferred,SAME_MANAGER
EMP_1281,EMP_0879,1.0,inferred,SAME_MANAGER
EMP_0879,EMP_1108,1.0,inferred,SAME_MANAGER
EMP_0879,EMP_1229,1.0,inferred,SAME_MANAGER
EMP_0879,EMP_1348,1.0,inferred,SAME_MANAGER
EMP_0879,EMP_0552,1.0,inferred,SAME_MANAGER
EMP_0879,EMP_0924,1.0,inferred,SAME_MANAGER
EMP_0879,EMP_1166,1.0,inferred,SAME_MANAGER
EMP_0879,EMP_1281,1.0,inferred,SAME_MANAGER
EMP_0655,EMP_0311,1.0,inferred,SAME_MANAGER
EMP_0655,EMP_0140,1.0,inferred,SAME_MANAGER
EMP_0655,EMP_0494,1.0,inferred,SAME_MANAGER
EMP_0655,EMP_0080,1.0,inferred,SAME_MANAGER
EMP_0311,EMP_0655,1.0,inferred,SAME_MANAGER
EMP_0311,EMP_0140,1.0,inferred,SAME_MANAGER
EMP_0311,EMP_0494,1.0,inferred,SAME_MANAGER
EMP_0311,EMP_0080,1.0,inferred,SAME_MANAGER
EMP_0140,EMP_0655,1.0,inferred,SAME_MANAGER
EMP_0140,EMP_0311,1.0,inferred,SAME_MANAGER
EMP_0140,EMP_0494,1.0,inferred,SAME_MANAGER
EMP_0140,EMP_0080,1.0,inferred,SAME_MANAGER
EMP_0494,EMP_0655,1.0,inferred,SAME_MANAGER
EMP_0494,EMP_0311,1.0,inferred,SAME_MANAGER
EMP_0494,EMP_0140,1.0,inferred,SAME_MANAGER
EMP_0494,EMP_0080,1.0,inferred,SAME_MANAGER
EMP_0080,EMP_0655,1.0,inferred,SAME_MANAGER
EMP_0080,EMP_0311,1.0,inferred,SAME_MANAGER
EMP_0080,EMP_0140,1.0,inferred,SAME_MANAGER
EMP_0080,EMP_0494,1.0,inferred,SAME_MANAGER
EMP_0511,EMP_0441,1.0,inferred,SAME_MANAGER
EMP_0511,EMP_1006,1.0,inferred,SAME_MANAGER
EMP_0511,EMP_1244,1.0,inferred,SAME_MANAGER
EMP_0511,EMP_0790,1.0,inferred,SAME_MANAGER
EMP_0511,EMP_1451,1.0,inferred,SAME_MANAGER
EMP_0441,EMP_0511,1.0,inferred,SAME_MANAGER
EMP_0441,EMP_1006,1.0,inferred,SAME_MANAGER
EMP_0441,EMP_1244,1.0,inferred,SAME_MANAGER
EMP_0441,EMP_0790,1.0,inferred,SAME_MANAGER
EMP_0441,EMP_1451,1.0,inferred,SAME_MANAGER
EMP_1006,EMP_0511,1.0,inferred,SAME_MANAGER
EMP_1006,EMP_0441,1.0,inferred,SAME_MANAGER
EMP_1006,EMP_1244,1.0,inferred,SAME_MANAGER
EMP_1006,EMP_0790,1.0,inferred,SAME_MANAGER
EMP_1006,EMP_1451,1.0,inferred,SAME_MANAGER
EMP_1244,EMP_0511,1.0,inferred,SAME_MANAGER
EMP_1244,EMP_0441,1.0,inferred,SAME_MANAGER
EMP_1244,EMP_1006,1.0,inferred,SAME_MANAGER
EMP_1244,EMP_0790,1.0,inferred,SAME_MANAGER
EMP_1244,EMP_1451,1.0,inferred,SAME_MANAGER
EMP_0790,EMP_0511,1.0,inferred,SAME_MANAGER
EMP_0790,EMP_0441,1.0,inferred,SAME_MANAGER
EMP_0790,EMP_1006,1.0,inferred,SAME_MANAGER
EMP_0790,EMP_1244,1.0,inferred,SAME_MANAGER
EMP_0790,EMP_1451,1.0,inferred,SAME_MANAGER
EMP_1451,EMP_0511,1.0,inferred,SAME_MANAGER
EMP_1451,EMP_0441,1.0,inferred,SAME_MANAGER
EMP_1451,EMP_1006,1.0,inferred,SAME_MANAGER
EMP_1451,EMP_1244,1.0,inferred,SAME_MANAGER
EMP_1451,EMP_0790,1.0,inferred,SAME_MANAGER
EMP_0539,EMP_0106,1.0,inferred,SAME_MANAGER
EMP_0539,EMP_1155,1.0,inferred,SAME_MANAGER
EMP_0539,EMP_0536,1.0,inferred,SAME_MANAGER
EMP_0539,EMP_0478,1.0,inferred,SAME_MANAGER
EMP_0539,EMP_1402,1.0,inferred,SAME_MANAGER
EMP_0539,EMP_0957,1.0,inferred,SAME_MANAGER
EMP_0106,EMP_0539,1.0,inferred,SAME_MANAGER
EMP_0106,EMP_1155,1.0,inferred,SAME_MANAGER
EMP_0106,EMP_0536,1.0,inferred,SAME_MANAGER
EMP_0106,EMP_0478,1.0,inferred,SAME_MANAGER
EMP_0106,EMP_1402,1.0,inferred,SAME_MANAGER
EMP_0106,EMP_0957,1.0,inferred,SAME_MANAGER
EMP_1155,EMP_0539,1.0,inferred,SAME_MANAGER
EMP_1155,EMP_0106,1.0,inferred,SAME_MANAGER
EMP_1155,EMP_0536,1.0,inferred,SAME_MANAGER
EMP_1155,EMP_0478,1.0,inferred,SAME_MANAGER
EMP_1155,EMP_1402,1.0,inferred,SAME_MANAGER
EMP_1155,EMP_0957,1.0,inferred,SAME_MANAGER
EMP_0536,EMP_0539,1.0,inferred,SAME_MANAGER
EMP_0536,EMP_0106,1.0,inferred,SAME_MANAGER
EMP_0536,EMP_1155,1.0,inferred,SAME_MANAGER
EMP_0536,EMP_0478,1.0,inferred,SAME_MANAGER
EMP_0536,EMP_1402,1.0,inferred,SAME_MANAGER
EMP_0536,EMP_0957,1.0,inferred,SAME_MANAGER
EMP_0478,EMP_0539,1.0,inferred,SAME_MANAGER
EMP_0478,EMP_0106,1.0,inferred,SAME_MANAGER
EMP_0478,EMP_1155,1.0,inferred,SAME_MANAGER
EMP_0478,EMP_0536,1.0,inferred,SAME_MANAGER
EMP_0478,EMP_1402,1.0,inferred,SAME_MANAGER
EMP_0478,EMP_0957,1.0,inferred,SAME_MANAGER
EMP_1402,EMP_0539,1.0,inferred,SAME_MANAGER
EMP_1402,EMP_0106,1.0,inferred,SAME_MANAGER
EMP_1402,EMP_1155,1.0,inferred,SAME_MANAGER
EMP_1402,EMP_0536,1.0,inferred,SAME_MANAGER
EMP_1402,EMP_0478,1.0,inferred,SAME_MANAGER
EMP_1402,EMP_0957,1.0,inferred,SAME_MANAGER
EMP_0957,EMP_0539,1.0,inferred,SAME_MANAGER
EMP_0957,EMP_0106,1.0,inferred,SAME_MANAGER
EMP_0957,EMP_1155,1.0,inferred,SAME_MANAGER
EMP_0957,EMP_0536,1.0,inferred,SAME_MANAGER
EMP_0957,EMP_0478,1.0,inferred,SAME_MANAGER
EMP_0957,EMP_1402,1.0,inferred,SAME_MANAGER
EMP_1097,EMP_0963,1.0,inferred,SAME_MANAGER
EMP_1097,EMP_1000,1.0,inferred,SAME_MANAGER
EMP_1097,EMP_0113,1.0,inferred,SAME_MANAGER
EMP_0963,EMP_1097,1.0,inferred,SAME_MANAGER
EMP_0963,EMP_1000,1.0,inferred,SAME_MANAGER
EMP_0963,EMP_0113,1.0,inferred,SAME_MANAGER
EMP_1000,EMP_1097,1.0,inferred,SAME_MANAGER
EMP_1000,EMP_0963,1.0,inferred,SAME_MANAGER
EMP_1000,EMP_0113,1.0,inferred,SAME_MANAGER
EMP_0113,EMP_1097,1.0,inferred,SAME_MANAGER
EMP_0113,EMP_0963,1.0,inferred,SAME_MANAGER
EMP_0113,EMP_1000,1.0,inferred,SAME_MANAGER
EMP_0651,EMP_1066,1.0,inferred,SAME_MANAGER
EMP_0651,EMP_1091,1.0,inferred,SAME_MANAGER
EMP_0651,EMP_0205,1.0,inferred,SAME_MANAGER
EMP_0651,EMP_1295,1.0,inferred,SAME_MANAGER
EMP_0651,EMP_1200,1.0,inferred,SAME_MANAGER
EMP_0651,EMP_0373,1.0,inferred,SAME_MANAGER
EMP_0651,EMP_1299,1.0,inferred,SAME_MANAGER
EMP_1066,EMP_0651,1.0,inferred,SAME_MANAGER
EMP_1066,EMP_1091,1.0,inferred,SAME_MANAGER
EMP_1066,EMP_0205,1.0,inferred,SAME_MANAGER
EMP_1066,EMP_1295,1.0,inferred,SAME_MANAGER
EMP_1066,EMP_1200,1.0,inferred,SAME_MANAGER
EMP_1066,EMP_0373,1.0,inferred,SAME_MANAGER
EMP_1066,EMP_1299,1.0,inferred,SAME_MANAGER
EMP_1091,EMP_0651,1.0,inferred,SAME_MANAGER
EMP_1091,EMP_1066,1.0,inferred,SAME_MANAGER
EMP_1091,EMP_0205,1.0,inferred,SAME_MANAGER
EMP_1091,EMP_1295,1.0,inferred,SAME_MANAGER
EMP_1091,EMP_1200,1.0,inferred,SAME_MANAGER
EMP_1091,EMP_0373,1.0,inferred,SAME_MANAGER
EMP_1091,EMP_1299,1.0,inferred,SAME_MANAGER
EMP_0205,EMP_0651,1.0,inferred,SAME_MANAGER
EMP_0205,EMP_1066,1.0,inferred,SAME_MANAGER
EMP_0205,EMP_1091,1.0,inferred,SAME_MANAGER
EMP_0205,EMP_1295,1.0,inferred,SAME_MANAGER
EMP_0205,EMP_1200,1.0,inferred,SAME_MANAGER
EMP_0205,EMP_0373,1.0,inferred,SAME_MANAGER
EMP_0205,EMP_1299,1.0,inferred,SAME_MANAGER
EMP_1295,EMP_0651,1.0,inferred,SAME_MANAGER
EMP_1295,EMP_1066,1.0,inferred,SAME_MANAGER
EMP_1295,EMP_1091,1.0,inferred,SAME_MANAGER
EMP_1295,EMP_0205,1.0,inferred,SAME_MANAGER
EMP_1295,EMP_1200,1.0,inferred,SAME_MANAGER
EMP_1295,EMP_0373,1.0,inferred,SAME_MANAGER
EMP_1295,EMP_1299,1.0,inferred,SAME_MANAGER
EMP_1200,EMP_0651,1.0,inferred,SAME_MANAGER
EMP_1200,EMP_1066,1.0,inferred,SAME_MANAGER
EMP_1200,EMP_1091,1.0,inferred,SAME_MANAGER
EMP_1200,EMP_0205,1.0,inferred,SAME_MANAGER
EMP_1200,EMP_1295,1.0,inferred,SAME_MANAGER
EMP_1200,EMP_0373,1.0,inferred,SAME_MANAGER
EMP_1200,EMP_1299,1.0,inferred,SAME_MANAGER
EMP_0373,EMP_0651,1.0,inferred,SAME_MANAGER
EMP_0373,EMP_1066,1.0,inferred,SAME_MANAGER
EMP_0373,EMP_1091,1.0,inferred,SAME_MANAGER
EMP_0373,EMP_0205,1.0,inferred,SAME_MANAGER
EMP_0373,EMP_1295,1.0,inferred,SAME_MANAGER
EMP_0373,EMP_1200,1.0,inferred,SAME_MANAGER
EMP_0373,EMP_1299,1.0,inferred,SAME_MANAGER
EMP_1299,EMP_0651,1.0,inferred,SAME_MANAGER
EMP_1299,EMP_1066,1.0,inferred,SAME_MANAGER
